id,full_name,first_name,last_name,is_active
76309,Jim Burns,Jim,Burns,0
197,Scott Burrell,Scott,Burrell,0
76311,Art Burris,Art,Burris,0
675,Junior Burrough,Junior,Burrough,0
76313,Bob Burrow,Bob,Burrow,0
1629126,Deonte Burton,Deonte,Burton,0
76314,Ed Burton,Ed,Burton,0
416,Willie Burton,Willie,Burton,0
76316,Steve Burtt,Steve,Burtt,0
76317,Don Buse,Don,Buse,0
202221,Brian Butch,Brian,Butch,0
76318,Donnie Butcher,Donnie,Butcher,0
76319,Al Butler,Al,Butler,0
2406,Caron Butler,Caron,Butler,0
202364,Da'Sean Butler,Da'Sean,Butler,0
76320,Greg Butler,Greg,Butler,0
2866,Jackie Butler,Jackie,Butler,0
1630215,Jared Butler,Jared,Butler,1
202710,Jimmy Butler,Jimmy,Butler,1
348,Mitchell Butler,Mitchell,Butler,0
2446,Rasual Butler,Rasual,Butler,0
202779,Dwight Buycks,Dwight,Buycks,0
201182,Derrick Byars,Derrick,Byars,0
101115,Andrew Bynum,Andrew,Bynum,0
101198,Will Bynum,Will,Bynum,0
76321,Marty Byrnes,Marty,Byrnes,0
76322,Tommy Byrnes,Tommy,Byrnes,0
76323,Mike Bytzura,Mike,Bytzura,0
2560,Zarko Cabarkapa,Zarko,Cabarkapa,0
76324,Barney Cable,Barney,Cable,0
203998,Bruno Caboclo,Bruno,Caboclo,0
1629719,Devontae Cacok,Devontae,Cacok,0
679,Jason Caffey,Jason,Caffey,0
262,Michael Cage,Michael,Cage,0
1631288,Jamal Cain,Jamal,Cain,1
76326,Gerry Calabrese,Gerry,Calabrese,0
201979,Nick Calathes,Nick,Calathes,0
101181,Jose Calderon,Jose,Calderon,0
154,Adrian Caldwell,Adrian,Caldwell,0
76328,Jim Caldwell,Jim,Caldwell,0
76329,Joe Caldwell,Joe,Caldwell,0
203484,Kentavious Caldwell-Pope,Kentavious,Caldwell-Pope,1
76331,Bill Calhoun,Bill,Calhoun,0
76330,Corky Calhoun,Corky,Calhoun,0
76332,Demetrius Calip,Demetrius,Calip,0
76333,Tom Callahan,Tom,Callahan,0
76334,Rick Calloway,Rick,Calloway,0
76335,Ernie Calverley,Ernie,Calverley,0
76336,Mack Calvin,Mack,Calvin,0
76337,Dexter Cambridge,Dexter,Cambridge,0
948,Marcus Camby,Marcus,Camby,0
1630267,Facundo Campazzo,Facundo,Campazzo,0
922,Elden Campbell,Elden,Campbell,0
76338,Tony Campbell,Tony,Campbell,0
203477,Isaiah Canaan,Isaiah,Canaan,0
1628427,Vlatko Cancar,Vlatko,Cancar,1
1629962,Devin Cannady,Devin,Cannady,1
76339,Larry Cannon,Larry,Cannon,0
203991,Clint Capela,Clint,Capela,1
202382,Derrick Caracter,Derrick,Caracter,0
2073,Brian Cardinal,Brian,Cardinal,0
1630176,Vernon Carey Jr.,Vernon,Carey Jr.,1
76340,Howie Carl,Howie,Carl,0
76341,Chet Carlisle,Chet,Carlisle,0
2367,Geno Carlisle,Geno,Carlisle,0
76342,Rick Carlisle,Rick,Carlisle,0
76343,Al Carlson,Al,Carlson,0
76344,Don Carlson,Don,Carlson,0
76345,Bob Carney,Bob,Carney,0
200760,Rodney Carney,Rodney,Carney,0
76346,Bob Carpenter,Bob,Carpenter,0
156,Antoine Carr,Antoine,Carr,0
76348,Austin Carr,Austin,Carr,0
713,Chris Carr,Chris,Carr,0
1757,Cory Carr,Cory,Carr,0
76350,Kenny Carr,Kenny,Carr,0
76351,M.L. Carr,M.L.,Carr,0
76352,Bob Carrington,Bob,Carrington,0
201960,DeMarre Carroll,DeMarre,Carroll,0
76353,Joe Barry Carroll,Joe Barry,Carroll,0
2679,Matt Carroll,Matt,Carroll,0
1131,Jimmy Carruth,Jimmy,Carruth,0
1853,Anthony Carter,Anthony,Carter,0
76355,Butch Carter,Butch,Carter,0
76356,Fred Carter,Fred,Carter,0
76357,George Carter,George,Carter,0
76358,Howard Carter,Howard,Carter,0
76359,Jake Carter,Jake,Carter,0
1628975,Jevon Carter,Jevon,Carter,1
2466,Maurice Carter,Maurice,Carter,0
76360,Reggie Carter,Reggie,Carter,0
76361,Ron Carter,Ron,Carter,0
1713,Vince Carter,Vince,Carter,0
1628976,Wendell Carter Jr.,Wendell,Carter Jr.,1
203487,Michael Carter-Williams,Michael,Carter-Williams,0
76362,Bill Cartwright,Bill,Cartwright,0
76363,Jay Carty,Jay,Carty,0
1627936,Alex Caruso,Alex,Caruso,1
76364,Cornelius Cash,Cornelius,Cash,0
208,Sam Cassell,Sam,Cassell,0
201956,Omri Casspi,Omri,Casspi,0
76365,Harvey Catchings,Harvey,Catchings,0
767,Terry Catledge,Terry,Catledge,0
76367,Sid Catlett,Sid,Catlett,0
1509,Kelvin Cato,Kelvin,Cato,0
76368,Bobby Cattage,Bobby,Cattage,0
1626161,Willie Cauley-Stein,Willie,Cauley-Stein,1
1628505,Troy Caupain,Troy,Caupain,0
190,Duane Causwell,Duane,Causwell,0
1628463,Tyler Cavanaugh,Tyler,Cavanaugh,0
76370,Ron Cavenall,Ron,Cavenall,0
1629958,Ahmad Caver,Ahmad,Caver,0
76,Cedric Ceballos,Cedric,Ceballos,0
1911,John Celestand,John,Celestand,0
76373,Al Cervi,Al,Cervi,0
2763,Lionel Chalmers,Lionel,Chalmers,0
201596,Mario Chalmers,Mario,Chalmers,0
76374,Bill Chamberlain,Bill,Chamberlain,0
76375,Wilt Chamberlain,Wilt,Chamberlain,0
76376,Jerry Chambers,Jerry,Chambers,0
1472,Tom Chambers,Tom,Chambers,0
1630577,Julian Champagnie,Julian,Champagnie,1
1630551,Justin Champagnie,Justin,Champagnie,1
76378,Mike Champion,Mike,Champion,0
1631113,Kennedy Chandler,Kennedy,Chandler,1
2199,Tyson Chandler,Tyson,Chandler,0
201163,Wilson Chandler,Wilson,Chandler,0
76379,Don Chaney,Don,Chaney,0
76380,John Chaney,John,Chaney,0
364,Rex Chapman,Rex,Chapman,0
76382,Len Chappell,Len,Chappell,0
76383,Ken Charles,Ken,Charles,0
76384,Lorenzo Charles,Lorenzo,Charles,0
1629147,Joe Chealey,Joe,Chealey,0
384,Calbert Cheaney,Calbert,Cheaney,0
1629597,Zylan Cheatham,Zylan,Cheatham,1
76385,Maurice Cheeks,Maurice,Cheeks,0
76386,Phil Chenier,Phil,Chenier,0
203805,Will Cherry,Will,Cherry,0
76387,Derrick Chievous,Derrick,Chievous,0
432,Pete Chilcutt,Pete,Chilcutt,0
2735,Josh Childress,Josh,Childress,0
719,Randolph Childress,Randolph,Childress,0
164,Chris Childs,Chris,Childs,0
1629185,Chris Chiozza,Chris,Chiozza,1
76391,Leroy Chollet,Leroy,Chollet,0
76392,Jim Chones,Jim,Chones,0
1627737,Marquese Chriss,Marquese,Chriss,1
76393,Fred Christ,Fred,Christ,0
76394,Cal Christensen,Cal,Christensen,0
76395,Bob Christian,Bob,Christian,0
57,Doug Christie,Doug,Christie,0
1631108,Max Christie,Max,Christie,1
202091,Dionte Christmas,Dionte,Christmas,0
1626176,Rakeem Christmas,Rakeem,Christmas,0
203902,Semaj Christon,Semaj,Christon,0
1630528,Josh Christopher,Josh,Christopher,1
203565,Patrick Christopher,Patrick,Christopher,0
928,Robert Churchwell,Robert,Churchwell,0
76397,Archie Clark,Archie,Clark,0
76398,Carlos Clark,Carlos,Clark,0
201947,Earl Clark,Earl,Clark,0
1629109,Gary Clark,Gary,Clark,0
203546,Ian Clark,Ian,Clark,0
1721,Keon Clark,Keon,Clark,0
1629634,Brandon Clarke,Brandon,Clarke,1
1626262,Coty Clarke,Coty,Clarke,0
203903,Jordan Clarkson,Jordan,Clarkson,1
1628492,Gian Clavell,Gian,Clavell,0
201964,Victor Claver,Victor,Claver,0
1127,Charles Claxton,Charles,Claxton,0
1629651,Nic Claxton,Nic,Claxton,1
2049,Speedy Claxton,Speedy,Claxton,0
76402,Jim Cleamons,Jim,Cleamons,0
2043,Mateen Cleaves,Mateen,Cleaves,0
76403,John Clemens,John,Clemens,0
1629598,Chris Clemons,Chris,Clemons,0
1628499,Antonius Cleveland,Antonius,Cleveland,0
76404,Nat Clifton,Nat,Clifton,0
76406,Bill Closs,Bill,Closs,0
1569,Keith Closs,Keith,Closs,0
76407,Paul Cloyd,Paul,Cloyd,0
76408,Marion Cluggish,Marion,Cluggish,0
76409,Ben Clyde,Ben,Clyde,0
1629599,Amir Coffey,Amir,Coffey,1
76410,Richard Coffey,Richard,Coffey,0
76411,Fred Cofield,Fred,Cofield,0
715,John Coker,John,Coker,0
202708,Norris Cole,Norris,Cole,0
76412,Ben Coleman,Ben,Coleman,0
934,Derrick Coleman,Derrick,Coleman,0
76413,E.C. Coleman,E.C.,Coleman,0
76414,Jack Coleman,Jack,Coleman,0
76415,Norris Coleman,Norris,Coleman,0
902,Bimbo Coles,Bimbo,Coles,0
2044,Jason Collier,Jason,Collier,0
76416,Art Collins,Art,Collins,0
76418,Don Collins,Don,Collins,0
76421,Doug Collins,Doug,Collins,0
1530,James Collins,James,Collins,0
2260,Jarron Collins,Jarron,Collins,0
2215,Jason Collins,Jason,Collins,0
76419,Jimmy Collins,Jimmy,Collins,0
1628381,John Collins,John,Collins,1
200776,Mardy Collins,Mardy,Collins,0
202395,Sherron Collins,Sherron,Collins,0
1628380,Zach Collins,Zach,Collins,1
1627858,Kyle Collinsworth,Kyle,Collinsworth,0
201954,Darren Collison,Darren,Collison,0
2555,Nick Collison,Nick,Collison,0
76422,Joe Colone,Joe,Colone,0
1629045,Bonzie Colson,Bonzie,Colson,0
2173,Sean Colson,Sean,Colson,0
306,Steve Colter,Steve,Colter,0
76425,Leroy Combs,Leroy,Combs,0
76426,Dallas Comegys,Dallas,Comegys,0
76427,Larry Comley,Larry,Comley,0
76428,Gene Conley,Gene,Conley,0
201144,Mike Conley,Mike,Conley,1
76429,Ed Conlin,Ed,Conlin,0
55,Marty Conlon,Marty,Conlon,0
1626192,Pat Connaughton,Pat,Connaughton,1
76431,Lester Conner,Lester,Conner,0
76432,Chuck Connors,Chuck,Connors,0
101215,Will Conroy,Will,Conroy,0
76433,Anthony Cook,Anthony,Cook,0
76434,Bert Cook,Bert,Cook,0
76438,Bobby Cook,Bobby,Cook,0
2567,Brian Cook,Brian,Cook,0
201161,Daequan Cook,Daequan,Cook,0
76435,Darwin Cook,Darwin,Cook,0
76436,Jeff Cook,Jeff,Cook,0
76437,Norm Cook,Norm,Cook,0
2241,Omar Cook,Omar,Cook,0
1626188,Quinn Cook,Quinn,Cook,1
1629076,Tyler Cook,Tyler,Cook,0
1628429,Charles Cooke,Charles,Cooke,0
76439,David Cooke,David,Cooke,0
76440,Joe Cooke,Joe,Cooke,0
204022,Jack Cooley,Jack,Cooley,0
76442,Chuck Cooper,Chuck,Cooper,0
1030,Duane Cooper,Duane,Cooper,0
76443,Joe Cooper,Joe,Cooper,0
76444,Michael Cooper,Michael,Cooper,0
1630536,Sharife Cooper,Sharife,Cooper,1
76441,Wayne Cooper,Wayne,Cooper,0
76446,Tom Copa,Tom,Copa,0
203142,Chris Copeland,Chris,Copeland,0
76447,Hollis Copeland,Hollis,Copeland,0
76448,Lanard Copeland,Lanard,Copeland,0
895,Tyrone Corbin,Tyrone,Corbin,0
76450,Chris Corchiani,Chris,Corchiani,0
76451,Ken Corley,Ken,Corley,0
76452,Ray Corley,Ray,Corley,0
1627822,Petr Cornelie,Petr,Cornelie,0
76453,Dave Corzine,Dave,Corzine,0
76454,Larry Costello,Larry,Costello,0
1627856,Matt Costello,Matt,Costello,0
203955,Bryce Cotton,Bryce,Cotton,0
76456,Jack Cotton,Jack,Cotton,0
1526,James Cotton,James,Cotton,0
76457,John Coughran,John,Coughran,0
76458,Mel Counts,Mel,Counts,0
76459,Steve Courtin,Steve,Courtin,0
1432,Joe Courtney,Joe,Courtney,0
202408,Marcus Cousin,Marcus,Cousin,0
202326,DeMarcus Cousins,DeMarcus,Cousins,0
600003,Bob Cousy,Bob,Cousy,0
203496,Robert Covington,Robert,Covington,1
76462,Dave Cowens,Dave,Cowens,0
76463,John Cox,John,Cox,0
76464,Johnny Cox,Johnny,Cox,0
76465,Wesley Cox,Wesley,Cox,0
203459,Allen Crabbe,Allen,Crabbe,0
1628470,Torrey Craig,Torrey,Craig,1
1544,Chris Crawford,Chris,Crawford,0
76466,Freddie Crawford,Freddie,Crawford,0
2037,Jamal Crawford,Jamal,Crawford,0
201621,Joe Crawford,Joe,Crawford,0
202348,Jordan Crawford,Jordan,Crawford,0
1628249,Mitchell Creek,Mitchell,Creek,0
76468,Jim Creighton,Jim,Creighton,0
76469,Ron Crevier,Ron,Crevier,0
76470,Hal Crisler,Hal,Crisler,0
2343,Joe Crispin,Joe,Crispin,0
76471,Charlie Criss,Charlie,Criss,0
76472,Winston Crite,Winston,Crite,0
201159,Javaris Crittenton,Javaris,Crittenton,0
76473,Dillard Crocker,Dillard,Crocker,0
76474,Jeffrey Crompton,Jeffrey,Crompton,0
76475,Terry Crosby,Terry,Crosby,0
1506,Austin Croshere,Austin,Croshere,0
76476,Jeff Cross,Jeff,Cross,0
76477,Pete Cross,Pete,Cross,0
76478,Russell Cross,Russell,Cross,0
76479,Francis Crossin,Francis,Crossin,0
180,John Crotty,John,Crotty,0
76481,Mark Crow,Mark,Crow,0
76482,Corey Crowder,Corey,Crowder,0
203109,Jae Crowder,Jae,Crowder,1
1630622,Jalen Crutcher,Jalen,Crutcher,1
1629633,Jarrett Culver,Jarrett,Culver,1
1629600,Jarron Cumberland,Jarron,Cumberland,0
76483,Pat Cummings,Pat,Cummings,0
187,Terry Cummings,Terry,Cummings,0
1907,Vonteego Cummings,Vonteego,Cummings,0
76487,Billy Cunningham,Billy,Cunningham,0
1630595,Cade Cunningham,Cade,Cunningham,1
201967,Dante Cunningham,Dante,Cunningham,0
76485,Dick Cunningham,Dick,Cunningham,0
203099,Jared Cunningham,Jared,Cunningham,0
1061,William Cunningham,William,Cunningham,0
76488,Radisav Curcic,Radisav,Curcic,0
76489,Armand Cure,Armand,Cure,0
940,Earl Cureton,Earl,Cureton,0
